台詞,gpt command
兩隊射出球門的次數相同，皆為#shb1，射門次數方面，主隊稍佔上風，主隊射門次數為#shot1，客隊射門次數為#shot2，兩隊的差距為#shb_diff。,主客隊射出球門的次數相同，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊和客隊射出球門的次數相同，都是#shb1次。主隊的總射門次數為#shot1次，而客隊則是#shot2次，主隊在射門次數上領先#shb_diff次。,主客隊射出球門的次數相同，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主客隊射出球門的次數均為#shb1次，兩隊在射出球門的次數上相差#shb_diff次。主隊的射門總次數為#shot1，而客隊的射門總次數為#shot2，主隊的射門次數比客隊多超過6次。,主客隊射出球門的次數相同，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
兩隊各自射出球門的次數為#shb1，總射門次數方面，主隊為#shot1，客隊則是#shot2，雙方在場面上僅相差#shb_diff。,主客隊射出球門的次數相同，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主客兩隊射出球門的次數相同，均為#shb1次。客隊的射門次數為#shot2次，比主隊的#shot1次多出#shb_diff次。,主客隊射出球門的次數相同，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊和客隊射出球門的次數都是#shb1次，兩隊的射出球門次數相同。主隊射門#shot1次，客隊射門#shot2次，客隊的射門次數比主隊多6次以上，差距#shb_diff。,主客隊射出球門的次數相同，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊則為#shb2，兩隊相差#shb_diff次。兩隊的射門次數均為0，場上的對攻似乎相當謹慎，看不到任何進攻機會。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數都是0，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數是#shb1，客隊為#shb2，兩隊差距在#shb_diff次以內。兩隊的射門次數皆為#shot1。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數相同，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊和客隊均有#shot1次的射門，但在射出球門的次數上，主隊#shb1次，客隊#shb2次，主隊多出#shb_diff次。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊與客隊在射出球門的次數上相差不大，主隊射出球門#shb1次，而客隊是#shb2次，差距只有#shb_diff次。射門次數方面，主隊的進攻更為積極，總共有#shot1次射門，相比之下，客隊只有#shot2次。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
在射出球門的次數上，主隊的表現略勝一籌，主隊#shb1次，客隊#shb2次，兩隊差距為#shb_diff次。而在射門次數方面，主隊優勢明顯，以#shot1次大幅領先客隊的#shot2次。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊射出球門的次數為#shb2，差距為#shb_diff。主隊和客隊的射門次數都是#shot1。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數是#shb1，客隊則是#shb2，雙方射出球門的次數差距僅為#shb_diff。另外，在射門次數上，客隊佔據優勢，他們的射門次數是#shot2，而主隊則是#shot1。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊為#shb2，兩隊相差#shb_diff。客隊的射門次數#shot2明顯多於主隊的#shot1。,主隊射出球門的次數比客隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊目前射出球門次數為#shb1，客隊為#shb2，差距為#shb_diff。此外，兩隊的射門次數都是#shot1。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數都是0，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊和客隊各有#shot1次和#shot2次射門。射出球門方面，主隊以#shb1次領先客隊的#shb2次，兩隊差距為#shb_diff次。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數相同，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊則為#shb2，雙方射出球門的次數差距為#shb_diff。主隊的射門總次數為#shot1，客隊為#shot2，雙方的射門次數相差不多。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊在場上表現出色，射出球門的次數達到#shb1次，相比之下，客隊的射出球門次數只有#shb2次，兩者差距為#shb_diff次。整體射門方面，主隊總共有#shot1次，而客隊則有#shot2次。這些數據顯示出兩隊在進攻端的差距。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數是#shb1次，客隊射出球門的次數是#shb2次，兩隊相比主隊多了#shb_diff次。主隊的射門次數為#shot1次，客隊的射門次數則是#shot2次，主隊在這部分優勢明顯。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊的射出球門次數為#shb1，客隊則有#shb2，兩者差距為#shb_diff。另外，主隊的射門次數是#shot1，客隊的射門次數為#shot2，客隊的射門次數稍有領先。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊則為#shb2，主隊比客隊多了#shb_diff次。射門次數方面，主隊為#shot1，客隊則達到#shot2，客隊射門次數比主隊多出#shb_diff次。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射門#shot1次，客隊#shot2次。客隊的射門次數顯著超過主隊。主隊射出球門#shb1次，客隊#shb2次，主隊在射出球門這一項上比客隊多#shb_diff次。,主隊射出球門的次數比客隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1次，客隊則為#shb2次，差距達到#shb_diff次。而在整場比賽中，兩隊的射門次數均為0。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數都是0，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1次，客隊則有#shb2次，兩隊的差距為#shb_diff次。兩隊射門次數相同，均為#shot1次。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數相同，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1次，客隊為#shb2次，兩者相差#shb_diff次。主隊的射門次數為#shot1次，客隊為#shot2次，差距不明顯。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1次，客隊則只有#shb2次，差距為#shb_diff次。在射門方面，主隊總共射門#shot1次，比客隊的#shot2次多了幾次。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊在射出球門方面顯示了更強的進攻表現，總共射出#shb1次，而客隊則是#shb2次，雙方相差#shb_diff次。射門總數方面，主隊射了#shot1次，相較之下，客隊只有#shot2次。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊為#shb2，主隊比客隊多#shb_diff次。兩隊射門次數方面，主隊和客隊分別為#shot1和#shot2，客隊只比主隊多2次以下。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊的射出球門次數為#shb1次，而客隊只有#shb2次，兩隊相差#shb_diff次。值得注意的是，雖然客隊的總射門次數比主隊高，客隊有#shot2次射門機會，而主隊則有#shot1次。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊在射出球門的次數上具有優勢，總共有#shb1次，而客隊則有#shb2次，差距為#shb_diff次。然而，在射門次數方面，客隊相對更具攻勢，客隊射門達#shot2次，而主隊則為#shot1次，客隊在總射門次數上顯著領先。,主隊射出球門的次數比客隊多6次以上，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊與客隊在射出球門的次數上非常接近，主隊#shb1次，客隊#shb2次，差距僅有#shb_diff次。在整體射門次數方面，兩隊皆沒有射門，主客隊的次數分別為#shot1和#shot2。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數都是0，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊和客隊射出球門的次數分別為#shb1和#shb2，差距為#shb_diff。兩隊射門次數相同，為#shot1。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數相同，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1次，客隊為#shb2次，差距為#shb_diff次。射門次數方面，主隊和客隊的次數相近，分別為#shot1和#shot2次。兩隊在進攻端表現頗為接近。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊在射出球門次數上略顯劣勢，主隊#shb1次，而客隊則是#shb2次，差距為#shb_diff次。而在射門總次數方面，主隊有著更多的進攻嘗試，以#shot1次領先於客隊的#shot2次。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射門#shot1次，客隊射門#shot2次，主隊的射門次數顯著高於客隊。主隊射出球門#shb1次，客隊射出球門#shb2次，兩隊射出球門的次數相差#shb_diff次。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊射出球門的次數則是#shb2，兩隊在射出球門的次數上差距為#shb_diff。射門總數方面，主隊有#shot1次，而客隊則有#shot2次。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門次數是#shb1，客隊射出球門次數是#shb2，兩隊射出球門次數的差距是#shb_diff。主隊射門次數是#shot1，而客隊的射門次數是#shot2。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門#shb1次，客隊射出球門#shb2次。兩隊間的差距在於，客隊的射出球門次數僅比主隊多#shb_diff次。客隊的射門次數達到#shot2次，比主隊的#shot1次多出許多。,客隊射出球門的次數比主隊多2次以下，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊和客隊的射門次數都是#shot1。客隊射出球門的次數為#shb2，主隊僅有#shb1次，客隊在射出球門的次數上領先主隊#shb_diff次。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數都是0，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊和客隊的射門次數相同，都是#shot1次。客隊射在門框內的次數比主隊多#shb_diff次，分別是主隊#shb1次和客隊#shb2次。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主客隊的射門次數相同，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射門次數為#shot1次，客隊射門次數為#shot2次，兩者相差不到2次。客隊射出球門次數為#shb2次，主隊射出球門次數為#shb1次，差距為#shb_diff次。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊為#shb2，兩隊射出球門的次數差距為#shb_diff。主隊的射門次數為#shot1，客隊為#shot2。主隊在射門次數上佔據優勢，客隊在射出球門的次數上稍占上風。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊射出球門的次數為#shb2，兩隊射出球門的次數差距為#shb_diff。主隊射門次數為#shot1，而客隊射門次數為#shot2，主隊在射門次數上顯著領先。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，主隊的射門次數比客隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊的射出球門次數為#shb1，而客隊的射出球門次數為#shb2。兩隊的射出球門次數相差#shb_diff。主隊的射門次數為#shot1，客隊的射門次數為#shot2，兩隊的射門次數差距較小。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多2次以下，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射出球門的次數為#shb1，客隊則是#shb2，雙方差距為#shb_diff。射門次數上，主隊為#shot1，客隊為#shot2，客隊在射門方面略佔上風。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多3~5次，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
主隊射門次數為#shot1次，客隊射門次數為#shot2次，客隊在射門次數上領先主隊。主隊射出球門的次數為#shb1次，客隊射出球門的次數為#shb2次，兩隊在射出球門的次數上差距為#shb_diff次。,客隊射出球門的次數比主隊多3~5次，需要提及兩隊射出球門的次數，用#shb1和#shb2來代替，兩隊的差距可以用#shb_diff來代替，客隊的射門次數比主隊多6次以上，需要提及兩隊的射門次數，用#shot1和#shot2來代替，如果次數相同可以用其中一個表示就好，另外，射出球門的次數不是射偏的次數，請不要使用“射偏”這個詞
